Time_s,NodeID,NodeType,Action,Value
0,2,STA,FIXED_STA_DISTANCE,80.000000
0,3,STA,FIXED_STA_DISTANCE,80.000000
0,4,STA,FIXED_STA_DISTANCE,80.000000
0,5,STA,FIXED_STA_DISTANCE,80.000000
0,6,STA,FIXED_STA_DISTANCE,80.000000
0,7,STA,FIXED_STA_DISTANCE,80.000000
0,8,STA,FIXED_STA_DISTANCE,80.000000
0,9,STA,FIXED_STA_DISTANCE,80.000000
0,10,STA,FIXED_STA_DISTANCE,80.000000
0,11,STA,FIXED_STA_DISTANCE,80.000000
0,12,STA,FIXED_STA_DISTANCE,80.000000
0,13,STA,FIXED_STA_DISTANCE,80.000000
0,14,STA,FIXED_STA_DISTANCE,80.000000
0,15,STA,FIXED_STA_DISTANCE,80.000000
0,16,STA,FIXED_STA_DISTANCE,80.000000
0,17,STA,FIXED_STA_DISTANCE,80.000000
0,18,STA,FIXED_STA_DISTANCE,80.000000
0,19,STA,FIXED_STA_DISTANCE,80.000000
0,20,STA,FIXED_STA_DISTANCE,80.000000
0,21,STA,FIXED_STA_DISTANCE,80.000000
0,2,STA,FIXED_TX_POWER_DBM,24.000000
0,2,STA,NAKAGAMI_FADING,1.000000
0.0524512,9,STA,ASSOC,
0.0524512,9,STA,JOINED,
0.0531982,2,STA,ASSOC,
0.0531982,2,STA,JOINED,
0.0579264,12,STA,ASSOC,
0.0579264,12,STA,JOINED,
0.064381,14,STA,ASSOC,
0.064381,14,STA,JOINED,
0.102929,21,STA,ASSOC,
0.102929,21,STA,JOINED,
0.103273,10,STA,ASSOC,
0.103273,10,STA,JOINED,
0.107611,3,STA,ASSOC,
0.107611,3,STA,JOINED,
0.108293,5,STA,ASSOC,
0.108293,5,STA,JOINED,
0.10904,4,STA,ASSOC,
0.10904,4,STA,JOINED,
0.111391,8,STA,ASSOC,
0.111391,8,STA,JOINED,
0.115994,16,STA,ASSOC,
0.115994,16,STA,JOINED,
0.153585,6,STA,ASSOC,
0.153585,6,STA,JOINED,
0.203455,11,STA,ASSOC,
0.203455,11,STA,JOINED,
0.205178,7,STA,ASSOC,
0.205178,7,STA,JOINED,
0.206775,19,STA,ASSOC,
0.206775,19,STA,JOINED,
0.209534,15,STA,ASSOC,
0.209534,15,STA,JOINED,
0.352217,18,STA,ASSOC,
0.352217,18,STA,JOINED,
0.453224,13,STA,ASSOC,
0.453224,13,STA,JOINED,
0.602115,17,STA,ASSOC,
0.602115,17,STA,JOINED,
1,1,AP,SENT_COUNT,
1,1,AP,RECV_COUNT,
1,20,STA,WIFI_DROP,
1.0024,20,STA,WIFI_DROP,
1.0048,20,STA,WIFI_DROP,
1.0072,20,STA,WIFI_DROP,
1.0096,20,STA,WIFI_DROP,
1.012,20,STA,WIFI_DROP,
1.0144,20,STA,WIFI_DROP,
1.0168,20,STA,WIFI_DROP,
1.0192,20,STA,WIFI_DROP,
1.0216,20,STA,WIFI_DROP,
1.024,20,STA,WIFI_DROP,
1.0264,20,STA,WIFI_DROP,
1.0288,20,STA,WIFI_DROP,
1.0312,20,STA,WIFI_DROP,
1.0336,20,STA,WIFI_DROP,
1.036,20,STA,WIFI_DROP,
1.0384,20,STA,WIFI_DROP,
1.0408,20,STA,WIFI_DROP,
1.0432,20,STA,WIFI_DROP,
1.0456,20,STA,WIFI_DROP,
1.048,20,STA,WIFI_DROP,
1.0504,20,STA,WIFI_DROP,
1.0528,20,STA,WIFI_DROP,
1.0552,20,STA,WIFI_DROP,
1.0576,20,STA,WIFI_DROP,
1.06,20,STA,WIFI_DROP,
1.0624,20,STA,WIFI_DROP,
1.0648,20,STA,WIFI_DROP,
1.0672,20,STA,WIFI_DROP,
1.0696,20,STA,WIFI_DROP,
1.072,20,STA,WIFI_DROP,
1.0744,20,STA,WIFI_DROP,
1.0768,20,STA,WIFI_DROP,
1.0792,20,STA,WIFI_DROP,
1.0816,20,STA,WIFI_DROP,
1.084,20,STA,WIFI_DROP,
1.0864,20,STA,WIFI_DROP,
1.0888,20,STA,WIFI_DROP,
1.0912,20,STA,WIFI_DROP,
1.0936,20,STA,WIFI_DROP,
1.096,20,STA,WIFI_DROP,
1.0984,20,STA,WIFI_DROP,
1.1008,20,STA,WIFI_DROP,
1.1032,20,STA,WIFI_DROP,
1.1056,20,STA,WIFI_DROP,
1.108,20,STA,WIFI_DROP,
1.1104,20,STA,WIFI_DROP,
1.1128,20,STA,WIFI_DROP,
1.1152,20,STA,WIFI_DROP,
1.1176,20,STA,WIFI_DROP,
1.12,20,STA,WIFI_DROP,
1.1224,20,STA,WIFI_DROP,
1.1248,20,STA,WIFI_DROP,
1.1272,20,STA,WIFI_DROP,
1.1296,20,STA,WIFI_DROP,
1.132,20,STA,WIFI_DROP,
1.1344,20,STA,WIFI_DROP,
1.1368,20,STA,WIFI_DROP,
1.1392,20,STA,WIFI_DROP,
1.1416,20,STA,WIFI_DROP,
1.144,20,STA,WIFI_DROP,
1.1464,20,STA,WIFI_DROP,
1.1488,20,STA,WIFI_DROP,
1.1512,20,STA,WIFI_DROP,
1.1536,20,STA,WIFI_DROP,
1.156,20,STA,WIFI_DROP,
1.1584,20,STA,WIFI_DROP,
1.1608,20,STA,WIFI_DROP,
1.1632,20,STA,WIFI_DROP,
1.1656,20,STA,WIFI_DROP,
1.168,20,STA,WIFI_DROP,
1.1704,20,STA,WIFI_DROP,
1.1728,20,STA,WIFI_DROP,
1.1752,20,STA,WIFI_DROP,
1.1776,20,STA,WIFI_DROP,
1.18,20,STA,WIFI_DROP,
1.1824,20,STA,WIFI_DROP,
1.1848,20,STA,WIFI_DROP,
1.1872,20,STA,WIFI_DROP,
1.1896,20,STA,WIFI_DROP,
1.192,20,STA,WIFI_DROP,
1.1944,20,STA,WIFI_DROP,
1.1968,20,STA,WIFI_DROP,
1.1992,20,STA,WIFI_DROP,
1.2016,20,STA,WIFI_DROP,
1.204,20,STA,WIFI_DROP,
1.2064,20,STA,WIFI_DROP,
1.2088,20,STA,WIFI_DROP,
1.2112,20,STA,WIFI_DROP,
1.2136,20,STA,WIFI_DROP,
1.216,20,STA,WIFI_DROP,
1.2184,20,STA,WIFI_DROP,
1.2208,20,STA,WIFI_DROP,
1.2232,20,STA,WIFI_DROP,
1.2256,20,STA,WIFI_DROP,
1.228,20,STA,WIFI_DROP,
1.2304,20,STA,WIFI_DROP,
1.2328,20,STA,WIFI_DROP,
1.2352,20,STA,WIFI_DROP,
1.2376,20,STA,WIFI_DROP,
1.24,20,STA,WIFI_DROP,
1.2424,20,STA,WIFI_DROP,
1.2448,20,STA,WIFI_DROP,
1.2472,20,STA,WIFI_DROP,
1.2496,20,STA,WIFI_DROP,
1.252,20,STA,WIFI_DROP,
1.2544,20,STA,WIFI_DROP,
1.2568,20,STA,WIFI_DROP,
1.2592,20,STA,WIFI_DROP,
1.2616,20,STA,WIFI_DROP,
1.264,20,STA,WIFI_DROP,
1.2664,20,STA,WIFI_DROP,
1.2688,20,STA,WIFI_DROP,
1.2712,20,STA,WIFI_DROP,
1.2736,20,STA,WIFI_DROP,
1.276,20,STA,WIFI_DROP,
1.2784,20,STA,WIFI_DROP,
1.2808,20,STA,WIFI_DROP,
1.2832,20,STA,WIFI_DROP,
1.2856,20,STA,WIFI_DROP,
1.288,20,STA,WIFI_DROP,
1.2904,20,STA,WIFI_DROP,
1.2928,20,STA,WIFI_DROP,
1.2952,20,STA,WIFI_DROP,
1.2976,20,STA,WIFI_DROP,
1.3,20,STA,WIFI_DROP,
1.3024,20,STA,WIFI_DROP,
1.3048,20,STA,WIFI_DROP,
1.3072,20,STA,WIFI_DROP,
1.3096,20,STA,WIFI_DROP,
1.312,20,STA,WIFI_DROP,
1.3144,20,STA,WIFI_DROP,
1.3168,20,STA,WIFI_DROP,
1.3192,20,STA,WIFI_DROP,
1.3216,20,STA,WIFI_DROP,
1.324,20,STA,WIFI_DROP,
1.3264,20,STA,WIFI_DROP,
1.3268,20,STA,ASSOC,
1.3268,20,STA,JOINED,
2,2,STA,THROUGHPUT_MBPS,0.936000
2,3,STA,THROUGHPUT_MBPS,0.720000
2,4,STA,THROUGHPUT_MBPS,2.748000
2,5,STA,THROUGHPUT_MBPS,0.756000
2,9,STA,THROUGHPUT_MBPS,1.200000
2,10,STA,THROUGHPUT_MBPS,2.292000
2,11,STA,THROUGHPUT_MBPS,1.284000
2,12,STA,THROUGHPUT_MBPS,0.660000
2,13,STA,THROUGHPUT_MBPS,1.944000
2,15,STA,THROUGHPUT_MBPS,2.232000
2,16,STA,THROUGHPUT_MBPS,0.840000
2,17,STA,THROUGHPUT_MBPS,2.784000
2,18,STA,THROUGHPUT_MBPS,0.348000
2,19,STA,THROUGHPUT_MBPS,0.384000
2,20,STA,THROUGHPUT_MBPS,0.744000
