Time_s,NodeID,NodeType,Action,Value
0,2,STA,FIXED_STA_DISTANCE,85.000000
0,3,STA,FIXED_STA_DISTANCE,85.000000
0,4,STA,FIXED_STA_DISTANCE,85.000000
0,5,STA,FIXED_STA_DISTANCE,85.000000
0,6,STA,FIXED_STA_DISTANCE,85.000000
0,7,STA,FIXED_STA_DISTANCE,85.000000
0,8,STA,FIXED_STA_DISTANCE,85.000000
0,9,STA,FIXED_STA_DISTANCE,85.000000
0,10,STA,FIXED_STA_DISTANCE,85.000000
0,11,STA,FIXED_STA_DISTANCE,85.000000
0,12,STA,FIXED_STA_DISTANCE,85.000000
0,13,STA,FIXED_STA_DISTANCE,85.000000
0,14,STA,FIXED_STA_DISTANCE,85.000000
0,15,STA,FIXED_STA_DISTANCE,85.000000
0,16,STA,FIXED_STA_DISTANCE,85.000000
0,17,STA,FIXED_STA_DISTANCE,85.000000
0,18,STA,FIXED_STA_DISTANCE,85.000000
0,19,STA,FIXED_STA_DISTANCE,85.000000
0,20,STA,FIXED_STA_DISTANCE,85.000000
0,21,STA,FIXED_STA_DISTANCE,85.000000
0,2,STA,FIXED_TX_POWER_DBM,24.000000
0,2,STA,NAKAGAMI_FADING,1.000000
0.0534008,17,STA,ASSOC,
0.0534008,17,STA,JOINED,
0.0547594,11,STA,ASSOC,
0.0547594,11,STA,JOINED,
0.0582855,14,STA,ASSOC,
0.0582855,14,STA,JOINED,
0.0609225,12,STA,ASSOC,
0.0609225,12,STA,JOINED,
0.104539,18,STA,ASSOC,
0.104539,18,STA,JOINED,
0.107852,10,STA,ASSOC,
0.107852,10,STA,JOINED,
0.109236,6,STA,ASSOC,
0.109236,6,STA,JOINED,
0.110712,2,STA,ASSOC,
0.110712,2,STA,JOINED,
0.117014,13,STA,ASSOC,
0.117014,13,STA,JOINED,
0.11783,16,STA,ASSOC,
0.11783,16,STA,JOINED,
0.152959,5,STA,ASSOC,
0.152959,5,STA,JOINED,
0.153304,21,STA,ASSOC,
0.153304,21,STA,JOINED,
0.20319,20,STA,ASSOC,
0.20319,20,STA,JOINED,
0.204686,4,STA,ASSOC,
0.204686,4,STA,JOINED,
0.209974,3,STA,ASSOC,
0.209974,3,STA,JOINED,
0.301964,8,STA,ASSOC,
0.301964,8,STA,JOINED,
0.303804,19,STA,ASSOC,
0.303804,19,STA,JOINED,
0.306705,7,STA,ASSOC,
0.306705,7,STA,JOINED,
0.403656,9,STA,ASSOC,
0.403656,9,STA,JOINED,
0.602499,15,STA,ASSOC,
0.602499,15,STA,JOINED,
1,1,AP,SENT_COUNT,
1,1,AP,RECV_COUNT,
1.492,10,STA,WIFI_DROP,
1.4944,10,STA,WIFI_DROP,
1.4968,10,STA,WIFI_DROP,
1.4992,10,STA,WIFI_DROP,
1.5016,10,STA,WIFI_DROP,
1.504,10,STA,WIFI_DROP,
1.5064,10,STA,WIFI_DROP,
1.5088,10,STA,WIFI_DROP,
1.5112,10,STA,WIFI_DROP,
1.5136,10,STA,WIFI_DROP,
1.516,10,STA,WIFI_DROP,
1.5184,10,STA,WIFI_DROP,
1.5208,10,STA,WIFI_DROP,
1.5232,10,STA,WIFI_DROP,
1.5256,10,STA,WIFI_DROP,
1.528,10,STA,WIFI_DROP,
1.5304,10,STA,WIFI_DROP,
1.5328,10,STA,WIFI_DROP,
1.5352,10,STA,WIFI_DROP,
1.5376,10,STA,WIFI_DROP,
1.54,10,STA,WIFI_DROP,
1.5424,10,STA,WIFI_DROP,
1.5448,10,STA,WIFI_DROP,
1.5472,10,STA,WIFI_DROP,
1.5496,10,STA,WIFI_DROP,
1.552,10,STA,WIFI_DROP,
1.5544,10,STA,WIFI_DROP,
1.5568,10,STA,WIFI_DROP,
1.5592,10,STA,WIFI_DROP,
1.5616,10,STA,WIFI_DROP,
1.564,10,STA,WIFI_DROP,
1.5664,10,STA,WIFI_DROP,
1.5688,10,STA,WIFI_DROP,
1.5712,10,STA,WIFI_DROP,
1.5736,10,STA,WIFI_DROP,
1.576,10,STA,WIFI_DROP,
1.5784,10,STA,WIFI_DROP,
1.5808,10,STA,WIFI_DROP,
1.5832,10,STA,WIFI_DROP,
1.5856,10,STA,WIFI_DROP,
1.588,10,STA,WIFI_DROP,
1.5904,10,STA,WIFI_DROP,
1.5928,10,STA,WIFI_DROP,
1.5952,10,STA,WIFI_DROP,
1.5976,10,STA,WIFI_DROP,
1.6,10,STA,WIFI_DROP,
1.6024,10,STA,WIFI_DROP,
1.6048,10,STA,WIFI_DROP,
1.6072,10,STA,WIFI_DROP,
1.6096,10,STA,WIFI_DROP,
1.612,10,STA,WIFI_DROP,
1.6144,10,STA,WIFI_DROP,
1.6168,10,STA,WIFI_DROP,
1.6192,10,STA,WIFI_DROP,
1.6216,10,STA,WIFI_DROP,
1.624,10,STA,WIFI_DROP,
1.6264,10,STA,WIFI_DROP,
1.6288,10,STA,WIFI_DROP,
1.6312,10,STA,WIFI_DROP,
1.6336,10,STA,WIFI_DROP,
1.636,10,STA,WIFI_DROP,
1.6384,10,STA,WIFI_DROP,
1.6408,10,STA,WIFI_DROP,
1.6432,10,STA,WIFI_DROP,
1.6456,10,STA,WIFI_DROP,
1.648,10,STA,WIFI_DROP,
1.6504,10,STA,WIFI_DROP,
