Time_s,NodeID,NodeType,Action,Value
0,2,STA,FIXED_STA_DISTANCE,105.000000
0,3,STA,FIXED_STA_DISTANCE,105.000000
0,4,STA,FIXED_STA_DISTANCE,105.000000
0,5,STA,FIXED_STA_DISTANCE,105.000000
0,6,STA,FIXED_STA_DISTANCE,105.000000
0,7,STA,FIXED_STA_DISTANCE,105.000000
0,8,STA,FIXED_STA_DISTANCE,105.000000
0,9,STA,FIXED_STA_DISTANCE,105.000000
0,10,STA,FIXED_STA_DISTANCE,105.000000
0,11,STA,FIXED_STA_DISTANCE,105.000000
0,12,STA,FIXED_STA_DISTANCE,105.000000
0,13,STA,FIXED_STA_DISTANCE,105.000000
0,14,STA,FIXED_STA_DISTANCE,105.000000
0,15,STA,FIXED_STA_DISTANCE,105.000000
0,16,STA,FIXED_STA_DISTANCE,105.000000
0,17,STA,FIXED_STA_DISTANCE,105.000000
0,18,STA,FIXED_STA_DISTANCE,105.000000
0,19,STA,FIXED_STA_DISTANCE,105.000000
0,20,STA,FIXED_STA_DISTANCE,105.000000
0,21,STA,FIXED_STA_DISTANCE,105.000000
0,2,STA,FIXED_TX_POWER_DBM,24.000000
0,2,STA,NAKAGAMI_FADING,1.000000
0.0551641,15,STA,ASSOC,
0.0551641,15,STA,JOINED,
0.101298,20,STA,ASSOC,
0.101298,20,STA,JOINED,
0.10507,11,STA,ASSOC,
0.10507,11,STA,JOINED,
0.109848,7,STA,ASSOC,
0.109848,7,STA,JOINED,
0.156393,10,STA,ASSOC,
0.156393,10,STA,JOINED,
0.203773,18,STA,ASSOC,
0.203773,18,STA,JOINED,
0.255284,9,STA,ASSOC,
0.255284,9,STA,JOINED,
0.304102,16,STA,ASSOC,
0.304102,16,STA,JOINED,
0.353135,5,STA,ASSOC,
0.353135,5,STA,JOINED,
0.403268,2,STA,ASSOC,
0.403268,2,STA,JOINED,
0.603148,6,STA,ASSOC,
0.603148,6,STA,JOINED,
0.604411,14,STA,ASSOC,
0.604411,14,STA,JOINED,
0.609403,3,STA,ASSOC,
0.609403,3,STA,JOINED,
0.653164,4,STA,ASSOC,
0.653164,4,STA,JOINED,
0.655471,19,STA,ASSOC,
0.655471,19,STA,JOINED,
0.707548,13,STA,ASSOC,
0.707548,13,STA,JOINED,
1,1,AP,SENT_COUNT,
1,1,AP,RECV_COUNT,
1,8,STA,WIFI_DROP,
1,12,STA,WIFI_DROP,
1,17,STA,WIFI_DROP,
1,21,STA,WIFI_DROP,
1.0024,8,STA,WIFI_DROP,
1.0024,12,STA,WIFI_DROP,
1.0024,17,STA,WIFI_DROP,
1.0024,21,STA,WIFI_DROP,
1.0048,8,STA,WIFI_DROP,
1.0048,12,STA,WIFI_DROP,
1.0048,17,STA,WIFI_DROP,
1.0048,21,STA,WIFI_DROP,
1.0072,8,STA,WIFI_DROP,
1.0072,12,STA,WIFI_DROP,
1.0072,17,STA,WIFI_DROP,
1.0072,21,STA,WIFI_DROP,
1.0096,8,STA,WIFI_DROP,
1.0096,12,STA,WIFI_DROP,
1.0096,17,STA,WIFI_DROP,
1.0096,21,STA,WIFI_DROP,
1.012,8,STA,WIFI_DROP,
1.012,12,STA,WIFI_DROP,
1.012,17,STA,WIFI_DROP,
1.012,21,STA,WIFI_DROP,
1.0144,8,STA,WIFI_DROP,
1.0144,12,STA,WIFI_DROP,
1.0144,17,STA,WIFI_DROP,
1.0144,21,STA,WIFI_DROP,
1.0168,8,STA,WIFI_DROP,
1.0168,12,STA,WIFI_DROP,
1.0168,17,STA,WIFI_DROP,
1.0168,21,STA,WIFI_DROP,
1.0192,8,STA,WIFI_DROP,
1.0192,12,STA,WIFI_DROP,
1.0192,17,STA,WIFI_DROP,
1.0192,21,STA,WIFI_DROP,
1.0216,8,STA,WIFI_DROP,
1.0216,12,STA,WIFI_DROP,
1.0216,17,STA,WIFI_DROP,
1.0216,21,STA,WIFI_DROP,
1.024,8,STA,WIFI_DROP,
1.024,12,STA,WIFI_DROP,
1.024,17,STA,WIFI_DROP,
1.024,21,STA,WIFI_DROP,
1.0264,8,STA,WIFI_DROP,
1.0264,12,STA,WIFI_DROP,
1.0264,17,STA,WIFI_DROP,
1.0264,21,STA,WIFI_DROP,
1.0288,8,STA,WIFI_DROP,
1.0288,12,STA,WIFI_DROP,
1.0288,17,STA,WIFI_DROP,
1.0288,21,STA,WIFI_DROP,
1.0312,8,STA,WIFI_DROP,
1.0312,12,STA,WIFI_DROP,
1.0312,17,STA,WIFI_DROP,
1.0312,21,STA,WIFI_DROP,
1.0336,8,STA,WIFI_DROP,
1.0336,12,STA,WIFI_DROP,
1.0336,17,STA,WIFI_DROP,
1.0336,21,STA,WIFI_DROP,
1.036,8,STA,WIFI_DROP,
1.036,12,STA,WIFI_DROP,
1.036,17,STA,WIFI_DROP,
1.036,21,STA,WIFI_DROP,
1.0384,8,STA,WIFI_DROP,
1.0384,12,STA,WIFI_DROP,
1.0384,17,STA,WIFI_DROP,
1.0384,21,STA,WIFI_DROP,
1.0408,8,STA,WIFI_DROP,
1.0408,12,STA,WIFI_DROP,
1.0408,17,STA,WIFI_DROP,
1.0408,21,STA,WIFI_DROP,
1.0432,8,STA,WIFI_DROP,
1.0432,12,STA,WIFI_DROP,
1.0432,17,STA,WIFI_DROP,
1.0432,21,STA,WIFI_DROP,
1.0456,8,STA,WIFI_DROP,
1.0456,12,STA,WIFI_DROP,
1.0456,17,STA,WIFI_DROP,
1.0456,21,STA,WIFI_DROP,
1.048,8,STA,WIFI_DROP,
1.048,12,STA,WIFI_DROP,
1.048,17,STA,WIFI_DROP,
1.048,21,STA,WIFI_DROP,
1.0504,8,STA,WIFI_DROP,
1.0504,12,STA,WIFI_DROP,
1.0504,17,STA,WIFI_DROP,
1.0504,21,STA,WIFI_DROP,
1.05217,17,STA,ASSOC,
1.05217,17,STA,JOINED,
1.0528,8,STA,WIFI_DROP,
1.0528,12,STA,WIFI_DROP,
1.0528,21,STA,WIFI_DROP,
1.0552,8,STA,WIFI_DROP,
1.0552,12,STA,WIFI_DROP,
1.0552,21,STA,WIFI_DROP,
1.0576,8,STA,WIFI_DROP,
1.0576,12,STA,WIFI_DROP,
1.0576,21,STA,WIFI_DROP,
1.06,8,STA,WIFI_DROP,
1.06,12,STA,WIFI_DROP,
1.06,21,STA,WIFI_DROP,
1.0624,8,STA,WIFI_DROP,
1.0624,12,STA,WIFI_DROP,
1.0624,21,STA,WIFI_DROP,
1.0648,8,STA,WIFI_DROP,
1.0648,12,STA,WIFI_DROP,
1.0648,21,STA,WIFI_DROP,
1.0672,8,STA,WIFI_DROP,
1.0672,12,STA,WIFI_DROP,
1.0672,21,STA,WIFI_DROP,
1.0696,8,STA,WIFI_DROP,
1.0696,12,STA,WIFI_DROP,
1.0696,21,STA,WIFI_DROP,
1.072,8,STA,WIFI_DROP,
1.072,12,STA,WIFI_DROP,
1.072,21,STA,WIFI_DROP,
1.0744,8,STA,WIFI_DROP,
1.0744,12,STA,WIFI_DROP,
1.0744,17,STA,WIFI_DROP,
1.0744,21,STA,WIFI_DROP,
1.0768,8,STA,WIFI_DROP,
1.0768,12,STA,WIFI_DROP,
1.0768,17,STA,WIFI_DROP,
1.0768,21,STA,WIFI_DROP,
1.0792,8,STA,WIFI_DROP,
1.0792,12,STA,WIFI_DROP,
1.0792,17,STA,WIFI_DROP,
1.0792,21,STA,WIFI_DROP,
1.0816,8,STA,WIFI_DROP,
1.0816,12,STA,WIFI_DROP,
1.0816,17,STA,WIFI_DROP,
1.0816,21,STA,WIFI_DROP,
1.084,8,STA,WIFI_DROP,
1.084,12,STA,WIFI_DROP,
1.084,17,STA,WIFI_DROP,
1.084,21,STA,WIFI_DROP,
1.0864,8,STA,WIFI_DROP,
1.0864,12,STA,WIFI_DROP,
1.0864,17,STA,WIFI_DROP,
1.0864,21,STA,WIFI_DROP,
1.0888,8,STA,WIFI_DROP,
1.0888,12,STA,WIFI_DROP,
1.0888,17,STA,WIFI_DROP,
1.0888,21,STA,WIFI_DROP,
1.0912,8,STA,WIFI_DROP,
1.0912,12,STA,WIFI_DROP,
1.0912,17,STA,WIFI_DROP,
1.0912,21,STA,WIFI_DROP,
1.0936,8,STA,WIFI_DROP,
1.0936,12,STA,WIFI_DROP,
1.0936,17,STA,WIFI_DROP,
1.0936,21,STA,WIFI_DROP,
1.096,8,STA,WIFI_DROP,
1.096,12,STA,WIFI_DROP,
1.096,17,STA,WIFI_DROP,
1.096,21,STA,WIFI_DROP,
1.0984,8,STA,WIFI_DROP,
1.0984,12,STA,WIFI_DROP,
1.0984,17,STA,WIFI_DROP,
1.0984,21,STA,WIFI_DROP,
