Time_s,NodeID,NodeType,Action,Value
0,2,STA,FIXED_STA_DISTANCE,70.000000
0,3,STA,FIXED_STA_DISTANCE,70.000000
0,4,STA,FIXED_STA_DISTANCE,70.000000
0,5,STA,FIXED_STA_DISTANCE,70.000000
0,6,STA,FIXED_STA_DISTANCE,70.000000
0,7,STA,FIXED_STA_DISTANCE,70.000000
0,8,STA,FIXED_STA_DISTANCE,70.000000
0,9,STA,FIXED_STA_DISTANCE,70.000000
0,10,STA,FIXED_STA_DISTANCE,70.000000
0,11,STA,FIXED_STA_DISTANCE,70.000000
0,12,STA,FIXED_STA_DISTANCE,70.000000
0,13,STA,FIXED_STA_DISTANCE,70.000000
0,14,STA,FIXED_STA_DISTANCE,70.000000
0,15,STA,FIXED_STA_DISTANCE,70.000000
0,16,STA,FIXED_STA_DISTANCE,70.000000
0,17,STA,FIXED_STA_DISTANCE,70.000000
0,18,STA,FIXED_STA_DISTANCE,70.000000
0,19,STA,FIXED_STA_DISTANCE,70.000000
0,20,STA,FIXED_STA_DISTANCE,70.000000
0,21,STA,FIXED_STA_DISTANCE,70.000000
0,2,STA,FIXED_TX_POWER_DBM,24.000000
0,2,STA,NAKAGAMI_FADING,1.000000
0.0522312,18,STA,ASSOC,
0.0522312,18,STA,JOINED,
0.0546516,10,STA,ASSOC,
0.0546516,10,STA,JOINED,
0.0556721,12,STA,ASSOC,
0.0556721,12,STA,JOINED,
0.0571329,16,STA,ASSOC,
0.0571329,16,STA,JOINED,
0.0574774,14,STA,ASSOC,
0.0574774,14,STA,JOINED,
0.102251,4,STA,ASSOC,
0.102251,4,STA,JOINED,
0.102595,21,STA,ASSOC,
0.102595,21,STA,JOINED,
0.10294,3,STA,ASSOC,
0.10294,3,STA,JOINED,
0.103284,6,STA,ASSOC,
0.103284,6,STA,JOINED,
0.103629,11,STA,ASSOC,
0.103629,11,STA,JOINED,
0.104773,19,STA,ASSOC,
0.104773,19,STA,JOINED,
0.105502,9,STA,ASSOC,
0.105502,9,STA,JOINED,
0.1063,15,STA,ASSOC,
0.1063,15,STA,JOINED,
0.10775,7,STA,ASSOC,
0.10775,7,STA,JOINED,
0.109558,5,STA,ASSOC,
0.109558,5,STA,JOINED,
0.111034,2,STA,ASSOC,
0.111034,2,STA,JOINED,
0.114578,13,STA,ASSOC,
0.114578,13,STA,JOINED,
0.115411,20,STA,ASSOC,
0.115411,20,STA,JOINED,
0.600841,8,STA,ASSOC,
0.600841,8,STA,JOINED,
0.601666,17,STA,ASSOC,
0.601666,17,STA,JOINED,
1,1,AP,SENT_COUNT,
1,1,AP,RECV_COUNT,
2,2,STA,THROUGHPUT_MBPS,2.304000
2,3,STA,THROUGHPUT_MBPS,1.068000
2,4,STA,THROUGHPUT_MBPS,2.040000
2,5,STA,THROUGHPUT_MBPS,1.836000
2,6,STA,THROUGHPUT_MBPS,1.608000
2,7,STA,THROUGHPUT_MBPS,2.628000
2,8,STA,THROUGHPUT_MBPS,2.040000
2,9,STA,THROUGHPUT_MBPS,2.148000
2,10,STA,THROUGHPUT_MBPS,1.812000
2,11,STA,THROUGHPUT_MBPS,3.624000
2,12,STA,THROUGHPUT_MBPS,2.328000
2,13,STA,THROUGHPUT_MBPS,2.676000
2,14,STA,THROUGHPUT_MBPS,2.352000
2,15,STA,THROUGHPUT_MBPS,4.272000
2,16,STA,THROUGHPUT_MBPS,4.104000
2,17,STA,THROUGHPUT_MBPS,3.072000
2,18,STA,THROUGHPUT_MBPS,2.760000
2,19,STA,THROUGHPUT_MBPS,2.352000
2,20,STA,THROUGHPUT_MBPS,2.376000
2,21,STA,THROUGHPUT_MBPS,1.752000
2,1,AP,AGGREGATE_THROUGHPUT_MBPS,49.152000
2,1,AP,SENT_COUNT,8340.000000
2,1,AP,RECV_COUNT,4096.000000
2,1,AP,LATENCY_P95_MS,516.484178
3,2,STA,THROUGHPUT_MBPS,1.260000
3,3,STA,THROUGHPUT_MBPS,5.232000
3,4,STA,THROUGHPUT_MBPS,3.900000
3,5,STA,THROUGHPUT_MBPS,0.876000
3,6,STA,THROUGHPUT_MBPS,4.008000
3,7,STA,THROUGHPUT_MBPS,5.220000
3,8,STA,THROUGHPUT_MBPS,3.948000
3,9,STA,THROUGHPUT_MBPS,3.876000
3,10,STA,THROUGHPUT_MBPS,1.368000
3,11,STA,THROUGHPUT_MBPS,2.988000
3,12,STA,THROUGHPUT_MBPS,4.452000
3,13,STA,THROUGHPUT_MBPS,3.252000
3,14,STA,THROUGHPUT_MBPS,2.832000
3,15,STA,THROUGHPUT_MBPS,3.012000
3,16,STA,THROUGHPUT_MBPS,2.664000
3,17,STA,THROUGHPUT_MBPS,3.504000
3,18,STA,THROUGHPUT_MBPS,2.556000
3,19,STA,THROUGHPUT_MBPS,3.996000
3,20,STA,THROUGHPUT_MBPS,3.132000
3,21,STA,THROUGHPUT_MBPS,4.956000
3,1,AP,AGGREGATE_THROUGHPUT_MBPS,67.032000
3,1,AP,SENT_COUNT,8340.000000
3,1,AP,RECV_COUNT,5586.000000
3,1,AP,LATENCY_P95_MS,580.704735
4,2,STA,THROUGHPUT_MBPS,5.316000
4,3,STA,THROUGHPUT_MBPS,3.804000
4,4,STA,THROUGHPUT_MBPS,0.804000
4,5,STA,THROUGHPUT_MBPS,5.964000
4,6,STA,THROUGHPUT_MBPS,4.524000
4,7,STA,THROUGHPUT_MBPS,3.264000
4,8,STA,THROUGHPUT_MBPS,3.696000
4,9,STA,THROUGHPUT_MBPS,3.156000
4,10,STA,THROUGHPUT_MBPS,1.620000
4,11,STA,THROUGHPUT_MBPS,5.892000
4,12,STA,THROUGHPUT_MBPS,2.172000
4,13,STA,THROUGHPUT_MBPS,4.140000
4,14,STA,THROUGHPUT_MBPS,3.120000
4,15,STA,THROUGHPUT_MBPS,3.168000
4,16,STA,THROUGHPUT_MBPS,4.500000
4,17,STA,THROUGHPUT_MBPS,1.668000
4,18,STA,THROUGHPUT_MBPS,4.344000
4,19,STA,THROUGHPUT_MBPS,1.704000
4,20,STA,THROUGHPUT_MBPS,1.416000
4,21,STA,THROUGHPUT_MBPS,4.416000
4,1,AP,AGGREGATE_THROUGHPUT_MBPS,68.688000
4,1,AP,SENT_COUNT,8320.000000
4,1,AP,RECV_COUNT,5724.000000
4,1,AP,LATENCY_P95_MS,558.379513
5,2,STA,THROUGHPUT_MBPS,3.300000
5,3,STA,THROUGHPUT_MBPS,4.452000
5,4,STA,THROUGHPUT_MBPS,2.280000
5,5,STA,THROUGHPUT_MBPS,4.452000
5,6,STA,THROUGHPUT_MBPS,4.572000
5,7,STA,THROUGHPUT_MBPS,2.160000
5,8,STA,THROUGHPUT_MBPS,0.456000
5,9,STA,THROUGHPUT_MBPS,5.052000
5,10,STA,THROUGHPUT_MBPS,2.580000
5,11,STA,THROUGHPUT_MBPS,4.140000
5,12,STA,THROUGHPUT_MBPS,3.336000
5,13,STA,THROUGHPUT_MBPS,5.556000
5,14,STA,THROUGHPUT_MBPS,2.076000
5,15,STA,THROUGHPUT_MBPS,2.208000
5,16,STA,THROUGHPUT_MBPS,4.896000
