Time_s,NodeID,NodeType,Action,Value
0,2,STA,FIXED_STA_DISTANCE,100.000000
0,3,STA,FIXED_STA_DISTANCE,100.000000
0,4,STA,FIXED_STA_DISTANCE,100.000000
0,5,STA,FIXED_STA_DISTANCE,100.000000
0,6,STA,FIXED_STA_DISTANCE,100.000000
0,7,STA,FIXED_STA_DISTANCE,100.000000
0,8,STA,FIXED_STA_DISTANCE,100.000000
0,9,STA,FIXED_STA_DISTANCE,100.000000
0,10,STA,FIXED_STA_DISTANCE,100.000000
0,11,STA,FIXED_STA_DISTANCE,100.000000
0,12,STA,FIXED_STA_DISTANCE,100.000000
0,13,STA,FIXED_STA_DISTANCE,100.000000
0,14,STA,FIXED_STA_DISTANCE,100.000000
0,15,STA,FIXED_STA_DISTANCE,100.000000
0,16,STA,FIXED_STA_DISTANCE,100.000000
0,17,STA,FIXED_STA_DISTANCE,100.000000
0,18,STA,FIXED_STA_DISTANCE,100.000000
0,19,STA,FIXED_STA_DISTANCE,100.000000
0,20,STA,FIXED_STA_DISTANCE,100.000000
0,21,STA,FIXED_STA_DISTANCE,100.000000
0,2,STA,FIXED_TX_POWER_DBM,24.000000
0,2,STA,NAKAGAMI_FADING,1.000000
0.0521834,21,STA,ASSOC,
0.0521834,21,STA,JOINED,
0.0554783,15,STA,ASSOC,
0.0554783,15,STA,JOINED,
0.0619777,10,STA,ASSOC,
0.0619777,10,STA,JOINED,
0.152328,13,STA,ASSOC,
0.152328,13,STA,JOINED,
0.154024,18,STA,ASSOC,
0.154024,18,STA,JOINED,
0.155824,14,STA,ASSOC,
0.155824,14,STA,JOINED,
0.158561,5,STA,ASSOC,
0.158561,5,STA,JOINED,
0.161766,17,STA,ASSOC,
0.161766,17,STA,JOINED,
0.203373,2,STA,ASSOC,
0.203373,2,STA,JOINED,
0.254252,20,STA,ASSOC,
0.254252,20,STA,JOINED,
0.258815,11,STA,ASSOC,
0.258815,11,STA,JOINED,
0.454268,8,STA,ASSOC,
0.454268,8,STA,JOINED,
0.552713,16,STA,ASSOC,
0.552713,16,STA,JOINED,
0.555292,9,STA,ASSOC,
0.555292,9,STA,JOINED,
0.556641,6,STA,ASSOC,
0.556641,6,STA,JOINED,
0.653882,7,STA,ASSOC,
0.653882,7,STA,JOINED,
0.702821,12,STA,ASSOC,
0.702821,12,STA,JOINED,
0.75188,19,STA,ASSOC,
0.75188,19,STA,JOINED,
0.754962,3,STA,ASSOC,
0.754962,3,STA,JOINED,
1,1,AP,SENT_COUNT,
1,1,AP,RECV_COUNT,
1,4,STA,WIFI_DROP,
1.0024,4,STA,WIFI_DROP,
1.0048,4,STA,WIFI_DROP,
1.0072,4,STA,WIFI_DROP,
1.0096,4,STA,WIFI_DROP,
1.012,4,STA,WIFI_DROP,
1.0144,4,STA,WIFI_DROP,
1.0168,4,STA,WIFI_DROP,
1.0192,4,STA,WIFI_DROP,
1.0216,4,STA,WIFI_DROP,
1.024,4,STA,WIFI_DROP,
1.0264,4,STA,WIFI_DROP,
1.0288,4,STA,WIFI_DROP,
1.0312,4,STA,WIFI_DROP,
1.0336,4,STA,WIFI_DROP,
1.036,4,STA,WIFI_DROP,
1.0384,4,STA,WIFI_DROP,
1.0408,4,STA,WIFI_DROP,
1.0432,4,STA,WIFI_DROP,
1.0456,4,STA,WIFI_DROP,
1.048,4,STA,WIFI_DROP,
1.0504,4,STA,WIFI_DROP,
1.0528,4,STA,WIFI_DROP,
1.0552,4,STA,WIFI_DROP,
1.0576,4,STA,WIFI_DROP,
1.06,4,STA,WIFI_DROP,
1.0624,4,STA,WIFI_DROP,
1.0648,4,STA,WIFI_DROP,
1.0672,4,STA,WIFI_DROP,
1.0696,4,STA,WIFI_DROP,
1.072,4,STA,WIFI_DROP,
1.0744,4,STA,WIFI_DROP,
1.0768,4,STA,WIFI_DROP,
1.0792,4,STA,WIFI_DROP,
1.0816,4,STA,WIFI_DROP,
1.084,4,STA,WIFI_DROP,
1.0864,4,STA,WIFI_DROP,
1.0888,4,STA,WIFI_DROP,
1.0912,4,STA,WIFI_DROP,
1.0936,4,STA,WIFI_DROP,
1.096,4,STA,WIFI_DROP,
1.0984,4,STA,WIFI_DROP,
1.1008,4,STA,WIFI_DROP,
1.1032,4,STA,WIFI_DROP,
1.1056,4,STA,WIFI_DROP,
1.108,4,STA,WIFI_DROP,
1.1104,4,STA,WIFI_DROP,
1.1128,4,STA,WIFI_DROP,
1.1152,4,STA,WIFI_DROP,
1.1176,4,STA,WIFI_DROP,
1.12,4,STA,WIFI_DROP,
1.1224,4,STA,WIFI_DROP,
1.1248,4,STA,WIFI_DROP,
1.1272,4,STA,WIFI_DROP,
1.1296,4,STA,WIFI_DROP,
1.132,4,STA,WIFI_DROP,
1.1344,4,STA,WIFI_DROP,
1.1368,4,STA,WIFI_DROP,
1.1392,4,STA,WIFI_DROP,
1.1416,4,STA,WIFI_DROP,
1.144,4,STA,WIFI_DROP,
1.1464,4,STA,WIFI_DROP,
1.1488,4,STA,WIFI_DROP,
1.1512,4,STA,WIFI_DROP,
1.1536,4,STA,WIFI_DROP,
1.156,4,STA,WIFI_DROP,
1.1584,4,STA,WIFI_DROP,
1.1608,4,STA,WIFI_DROP,
1.1632,4,STA,WIFI_DROP,
1.1656,4,STA,WIFI_DROP,
1.168,4,STA,WIFI_DROP,
1.1704,4,STA,WIFI_DROP,
1.1728,4,STA,WIFI_DROP,
1.1752,4,STA,WIFI_DROP,
1.1776,4,STA,WIFI_DROP,
1.18,4,STA,WIFI_DROP,
1.1824,4,STA,WIFI_DROP,
1.1848,4,STA,WIFI_DROP,
1.1872,4,STA,WIFI_DROP,
1.1896,4,STA,WIFI_DROP,
1.192,4,STA,WIFI_DROP,
1.1944,4,STA,WIFI_DROP,
1.1968,4,STA,WIFI_DROP,
1.1992,4,STA,WIFI_DROP,
1.2016,4,STA,WIFI_DROP,
1.204,4,STA,WIFI_DROP,
1.2064,4,STA,WIFI_DROP,
1.2088,4,STA,WIFI_DROP,
1.2112,4,STA,WIFI_DROP,
1.2136,4,STA,WIFI_DROP,
1.216,4,STA,WIFI_DROP,
1.2184,4,STA,WIFI_DROP,
1.2208,4,STA,WIFI_DROP,
1.2232,4,STA,WIFI_DROP,
1.2256,4,STA,WIFI_DROP,
1.228,4,STA,WIFI_DROP,
1.2304,4,STA,WIFI_DROP,
1.2328,4,STA,WIFI_DROP,
1.2352,4,STA,WIFI_DROP,
1.2376,4,STA,WIFI_DROP,
1.24,4,STA,WIFI_DROP,
1.2424,4,STA,WIFI_DROP,
1.2448,4,STA,WIFI_DROP,
1.2472,4,STA,WIFI_DROP,
1.2496,4,STA,WIFI_DROP,
1.252,4,STA,WIFI_DROP,
1.2544,4,STA,WIFI_DROP,
1.2568,4,STA,WIFI_DROP,
1.2592,4,STA,WIFI_DROP,
1.2616,4,STA,WIFI_DROP,
1.264,4,STA,WIFI_DROP,
1.2664,4,STA,WIFI_DROP,
1.2688,4,STA,WIFI_DROP,
1.2712,4,STA,WIFI_DROP,
1.2736,4,STA,WIFI_DROP,
1.276,3,STA,WIFI_DROP,
1.276,4,STA,WIFI_DROP,
1.2784,3,STA,WIFI_DROP,
1.2784,4,STA,WIFI_DROP,
1.2808,3,STA,WIFI_DROP,
